,name,details
476,"株式会社　エスプランニング
代表者: 齊　亮平","〒221-0862
横浜市神奈川区三枚町１５４－２
TEL: 045-624-8978"
477,"株式会社　ＥＳＰＥＣＩＡ
代表者: 廣山　洋平","〒211-0005
川崎市中原区新丸子町７３９－１５
TEL: 044-739-8160
HP: heyacoco.com
Mail: info@heyacoco.com"
478,"株式会社　ＡＮＹＴＨＩＮＧ
代表者: 藤井　京介","〒231-0011
横浜市中区太田町１丁目7-1YOKOHAMA三共プラザビル8F
TEL: 045-341-0955"
479,"株式会社　ＡＮＹＴＨＩＮＧ
ANYTHING不動産
代表者: 藤井　京介","〒231-0011
横浜市中区太田町１丁目7-1YOKOHAMA三共プラザビル8F
TEL: 045-341-0955"
480,"株式会社エヌアセット
代表者: 宮川　恒雄","〒213-0001
川崎市高津区溝口１丁目１４－８
TEL: 044-789-5146"
481,"株式会社エヌアセット
溝の口南口店
代表者: 宮川　恒雄","〒213-0011
川崎市高津区久本１丁目１－３
TEL: 044-873-7188"
482,"株式会社　ＮＲＥ
代表者: 成田　鐘彦","〒247-0009
横浜市栄区鍛冶ケ谷１丁目９－３５
TEL: 045-884-7389"
483,"株式会社エヌ・エー・ワン
代表者: 夏目　正広","〒242-0007
大和市中央林間６丁目２－２３
TEL: 046-244-0050
HP: http://www.ienavi-naone.com/
Mail: info@ienavi-naone.com"
484,"株式会社　ＮＳアセットマネジメント
代表者: 新井　快和","〒221-0045
横浜市神奈川区神奈川２丁目１１－２
TEL: 050-5306-1230"
485,"株式会社　ＮＳＫ
代表者: 青木　修一","〒224-0053
横浜市都筑区池辺町２０５５
TEL: 045-941-4897"
486,"有限会社　エヌケイハウジング
代表者: 中野 能孝","〒243-0307
愛甲郡愛川町半原２４０２－２
TEL: 046-281-5991"
487,"Ｎ－Ｔｏｗｎ　株式会社
代表者: 野口　茜音","〒210-0803
川崎市川崎区川中島１丁目１１－１１エポック川中島
TEL: 044-742-9180"
488,"株式会社エヌティホーム
代表者: 田邊　典明","〒241-0825
横浜市旭区中希望が丘２２８－１
TEL: 045-365-6285"
489,"株式会社　エヌプラス
代表者: 新倉　浩二","〒242-0016
大和市大和南２丁目２－６－２０２
TEL: 046-204-7500"
490,"有限会社エビスビル
代表者: 黒沼　祐一","〒225-0011
横浜市青葉区あざみ野１丁目１２－１松元ビル２ＦＤ号室
TEL: 045-901-6415"
491,"株式会社　エビノ
代表者: 中臣 盛雄","〒231-0065
横浜市中区宮川町３丁目７７さくらビル２Ｆ
TEL: 045-243-3026"
492,"ＦＲＥコーポレーション　株式会社
代表者: 牛島　浩二","〒212-0012
川崎市幸区中幸町１丁目55-7
TEL: 044-201-8703"
493,"株式会社　エフアールプラス
代表者: 山田　直人","〒221-0834
横浜市神奈川区台町７－２－３０１
TEL: 045-577-0906"
494,"株式会社　エフアンドエム企画
代表者: 前島 俊吉","〒216-0006
川崎市宮前区宮前平１丁目１０―１５ウィステリアビル
TEL: 044-853-7613
HP: http://fandmkikaku.a.la9.jp/"
495,"株式会社　Ｆ＆Ｃ
代表者: 大瀧　喜一","〒223-0053
横浜市港北区綱島西２丁目１３－７パール綱島マンション１０３
TEL: 045-620-7530"
496,"株式会社　エフエージェンシー
代表者: 井上　富寛","〒221-0055
横浜市神奈川区大野町１－２５横浜ポートサイドプレイス１２０８号
TEL: 045-515-3348
HP: http://fagency.co.jp
Mail: info@fagency.co.jp"
497,"エフ・エフホーム株式会社
代表者: 藤田　茂","〒241-0021
横浜市旭区鶴ケ峰本町１丁目３番２７号タイヨービル２０２
TEL: 045-489-4220"
498,"Ｆ・Ｏ不動産カウンセリング　株式会社
代表者: 藤元　政光","〒221-0811
横浜市神奈川区斎藤分町４８－１５-107
TEL: 045-488-5575"
499,"有限会社エフケーシーコーポレーション
代表者: 久保田　富三夫","〒226-0016
横浜市緑区霧が丘２丁目１６－４フォレストヒル１０５
TEL: 045-923-1916"
500,"株式会社　ＦＫマネジメント
代表者: 出川　久","〒231-0012
横浜市中区相生町３丁目５６－１
TEL: 045-252-9490"
501,"株式会社　ＦＪネクスト
横浜営業所
代表者: 肥田　幸春","〒231-0045
横浜市中区伊勢佐木町７丁目１５１－２グランド・ガーラ横浜伊勢佐木町１階
TEL: 045-243-0915"
502,"株式会社　ＦＧＧコーポレーション
代表者: 山本　毅","〒231-0015
横浜市中区尾上町１丁目６番地ICON関内６F
TEL: 045-717-5661"
503,"ＦＴＰ　株式会社
代表者: 横山　傑","〒226-0019
横浜市緑区中山１丁目２７－６シロタ中山ハイツA棟２０２
TEL: 045-530-9640"
504,"株式会社　エフピーアンドホーム
代表者: 茂内　勝","〒253-0111
高座郡寒川町一之宮７丁目２－６
TEL: 0467-75-2211
HP: http://www.shonan-bukken-navi.jp/
Mail: info@shonan-bukken-navi.jp"
505,"ＦＰパートナーズ　株式会社
代表者: 坂上　直樹","〒231-0015
横浜市中区尾上町６丁目８７－１ダイムラービル６階
TEL: 045-550-3738"
506,"株式会社　エフホーム
代表者: 齋藤　貴之","〒231-0014
横浜市中区常盤町１丁目５番地関内ＢＳビル３階
TEL: 045-226-5518"
507,"株式会社　エミールトラスト
代表者: 横山　輝和","〒251-0052
藤沢市藤沢４丁目９－９
TEL: 0466-47-7600"
508,"ＭＲＣ　株式会社
代表者: 古河　新栄","〒231-0041
横浜市中区吉田町６４－３吉田町ビル６階
TEL: 045-309-6792"
509,"合同会社　エムアシスト
代表者: 長谷川　信夫","〒253-0023
茅ヶ崎市美住町１４－２
TEL: 0467-33-4667"
510,"ＭＥ不動産厚木　株式会社
代表者: 大和田　慎一","〒243-0018
厚木市中町４丁目９－１８本厚木トーセイビルⅡ３０２
TEL: 046-294-0866"
511,"ＭＨＩファシリティーサービス　株式会社
相模原営業所
代表者: 萩原　一郎","〒252-5293
相模原市中央区田名３０００番地第１工場２階
TEL: 042-762-6146"
512,"有限会社　エム・エス・ピ―
代表者: 田中　善郎","〒223-0053
横浜市港北区綱島西１丁目８―１７河田ビル３Ｆ
TEL: 045-546-6777
HP: https://www.msp-re.co.jp/
Mail: ytanaka@msp-re.co.jp"
513,"有限会社エムエム・ワン
代表者: 門馬　大介","〒232-0043
横浜市南区蒔田町156番地
TEL: 045-212-5346"
514,"エムエンタープライズ株式会社
代表者: 緑川　剛","〒231-0066
横浜市中区日ノ出町１丁目３６アクロス・オフィス302
TEL: 045-250-5443"
515,"ＭＫスタイルズ　株式会社
代表者: 川隅　修","〒213-0014
川崎市高津区新作６丁目７－２７ヒルズ武蔵新城パークステージ２０７号室
TEL: 044-888-1299"
516,"有限会社　エムコーポレイション
代表者: 小林 惠子","〒221-0013
横浜市神奈川区新子安１丁目８－１
TEL: 045-435-3903"
517,"株式会社　エムズ
代表者: 井坂　理佳","〒232-0053
横浜市南区井土ケ谷下町１８－２レンガステーション１階
TEL: 045-341-0277
HP: emu2.co.jp
Mail: info@emu2.co.jp"
518,"Ｍｓエンタープライズ　株式会社
代表者: 伊藤　知子","〒240-0043
横浜市保土ケ谷区坂本町１２８番地
TEL: 045-744-5907"
519,"株式会社　エムズジャパン
代表者: 濱口　昭博","〒245-0016
横浜市泉区和泉町6616-3
TEL: 045-435-5333"
520,"有限会社　エムズプラン
代表者: 星野　元就","〒221-0005
横浜市神奈川区松見町１丁目６－９
TEL: 045-859-9521"
521,"株式会社　エムズホーム
代表者: 前田　義信","〒221-0841
横浜市神奈川区松本町３丁目２３－１６
TEL: 045-312-7777
HP: http://www.mz-home.co.jp/
Mail: info@mz-home.co.jp"
522,"エム創造企画　株式会社
代表者: 西堀　牧男","〒251-0016
藤沢市弥勒寺３丁目２６－１４
TEL: 0466-25-4411"
523,"株式会社　エムテックホールディングス
代表者: 向江　健太","〒241-0832
横浜市旭区桐が作１６３１－８
TEL: 045-355-1621"
524,"株式会社　ＭＤＣ工業
代表者: 木村　海虎","〒252-0822
藤沢市葛原１６７０－１
TEL: 0466-52-7474"
525,"株式会社　Ｍ－Ｈｏｍｅ
代表者: 松代　博明","〒236-0042
横浜市金沢区釜利谷東４丁目１７－５
TEL: 045-752-9404
HP: https://www.m-home.cc
Mail: info@m-home.cc"
526,"株式会社　エムラボ
代表者: 大竹　裕介","〒221-0835
横浜市神奈川区鶴屋町２丁目２２番３号伊藤ビル７階
TEL: 045-620-0021"
527,"株式会社　エモアホーム
代表者: 藤嶋　浩司","〒253-0105
高座郡寒川町岡田１丁目１４－５フジ寒川店２階
TEL: 0467-72-2010"
528,"エリー商事　株式会社
代表者: マーフィ　直武","〒231-0848
横浜市中区鷺山５５－１
TEL: 045-641-5129"
529,"株式会社　エリア
代表者: 松本　学","〒257-0017
秦野市立野台１丁目３－３
TEL: 0463-80-3011
Mail: area@aroma.ocn.na.jp"
530,"エリアサーチシステム株式会社
代表者: 丸山　亮一","〒231-0861
横浜市中区元町１丁目２０ストーク元町一番館６０５
TEL: 045-222-3462
HP: http://www.yyfj.net/
Mail: area@yyfj.net"
531,"エリアハウス神奈川賃貸コミュニティー株式会社
代表者: 中野　公英","〒211-0025
川崎市中原区木月１丁目２１－６小宮ビル３Ｆ
TEL: 044-431-0805"
532,"株式会社エリアプラザ
代表者: 山香　英章","〒251-0024
藤沢市鵠沼橘２丁目１２－３２
TEL: 0466-21-6141"
533,"合同会社　Ｌ＆Ｆパートナーズ
代表者: 向井　一浩","〒231-0014
横浜市中区常盤町１丁目５ＦＯＲＭビル８階
TEL: 045-548-5907"
534,"株式会社ＬＳＹ
代表者: 山下　裕之","〒254-0043
平塚市紅谷町１２－２２ＬＢアヴェニュー１０階
TEL: 0463-20-5810"
535,"有限会社　エルエフ企画
代表者: 増田　惇夫","〒216-0005
川崎市宮前区土橋７丁目28-4
TEL: 044-948-9560"
536,"株式会社　Ｌ－ＣＬＡＳＳ
代表者: 相原　美紀","〒254-0043
平塚市紅谷町１２－２２
TEL: 0463-23-8187"
537,"株式会社　Ｌ－ＣＬＡＳＳ
湘南支店
代表者: 相原　美紀","〒251-0028
藤沢市本鵠沼２丁目７－２０
TEL: 0466-54-7673"
538,"株式会社　Ｌ－ＣＬＡＳＳ
小田原支店
代表者: 相原　美紀","〒250-0871
小田原市下堀１０９－１ＬＳＹ４５　１階
TEL: 0465-44-4178"
539,"エルシーズ　株式会社
横浜支社
代表者: 渡邉　圭太","〒224-0054
横浜市都筑区佐江戸町１７０７－１
TEL: 045-900-0355"
540,"株式会社　エルシイ
代表者: 諸星　栄一","〒259-1321
秦野市曲松２丁目４－２８
TEL: 0463-72-8711"
541,"ＬＤＫ不動産
代表者: 神山　純","〒254-0052
平塚市平塚１丁目１７－１７
TEL: 0463-35-0515
HP: https://ldk-estate.com
Mail: info@ldk-estate.com"
542,"有限会社エルハウス
代表者: 荻窪　佳彦","〒221-0835
横浜市神奈川区鶴屋町２丁目２２－４第７浅川ビル２－Ｂ
TEL: 045-321-6656"
543,"ＬＢＨ　ＪＡＰＡＮ　株式会社
代表者: 大内　卓弘","〒231-0041
横浜市中区吉田町１０番地斎藤ビル５階ーB
TEL: 045-334-7666"
544,"エルマーノ　株式会社
代表者: 山本　和夫","〒227-0055
横浜市青葉区つつじが丘３６－７－４階
TEL: 045-988-7012"
545,"株式会社　エルムジャパン
代表者: 小笠原　誠","〒238-0041
横須賀市本町３丁目３３－３－１１０
TEL: 046-822-8940"
546,"株式会社　ＥＮｓｔａｔｅ
代表者: 杉山　祐介","〒220-0055
横浜市西区浜松町１２－１３日東コーポ西横浜３０７
TEL: 045-309-9263"
547,"株式会社　沿線ハウジング
代表者: 堀越 俊雄","〒241-0821
横浜市旭区二俣川１丁目４５－１１３
TEL: 045-444-8001"
548,"株式会社　縁蔵ホールディングス
代表者: 山田　智行","〒252-0231
相模原市中央区相模原１丁目３－６相模原駅前ハイツ１階
TEL: 042-730-5102"
549,"株式会社エントリー
代表者: 髙鳥　修一","〒244-0003
横浜市戸塚区戸塚町１２０旭ビル３０１
TEL: 045-489-7272
HP: http://www.1totsuka.jp/
Mail: home@1totsuka.jp"
550,"遠藤ハウジング
代表者: 遠藤　行雄","〒234-0052
横浜市港南区笹下１丁目４－１３エクレール上大岡１０６
TEL: 045-847-2262
HP: www.zennichi.net/m/happyend/kaisha.asp
Mail: happyend@marble.ocn.ne.jp"
551,"ＥＮＨＩＶＥ　ＥＳＴＡＴＥ　合同会社
代表者: 芳賀　光男","〒243-0401
海老名市東柏ケ谷２丁目２１－３９サンライズさがみ野３号店１０１号
TEL: 046-200-8610"
552,"有限会社Ｏ＆Ｔｒａｄｅ
代表者: 小田嶋　譲","〒241-0835
横浜市旭区柏町４３－１３
TEL: 045-489-4877"
553,"株式会社　オーイソ・コーポレーション
代表者: 大礒 次郎","〒252-0311
相模原市南区東林間８丁目９－７
TEL: 042-749-1010"
554,"株式会社　ＯＶＡＬアセットマネジメント
代表者: 佐生　典英","〒231-0062
横浜市中区桜木町１丁目１－８日石横浜ビル９階
TEL: 045-680-0063"
555,"株式会社　Ｏ．Ｓ．ＳＵＣＣＥＥＤ
代表者: 田中　佐登司","〒247-0007
横浜市栄区小菅ケ谷３丁目７－７
TEL: 045-892-8340"
556,"ＯＲＧＡＮＩＺＥ　株式会社
代表者: 大原　勇作","〒220-0051
横浜市西区中央２丁目４４－１８
TEL: 045-315-6704"
557,"オーキッド株式会社
代表者: 西岡　昌章","〒248-0026
鎌倉市七里ガ浜２丁目１３－７
TEL: 0467-40-5887
HP: http://www.orchid-inc.jp/estate
Mail: estate@orchid-inc.jp"
558,"株式会社オーク
代表者: 大森　賢二","〒231-0033
横浜市中区長者町５丁目４８－２
TEL: 045-260-6659"
559,"有限会社　オークラ企画
代表者: 鳴島　和夫","〒251-0032
藤沢市片瀬５丁目４－２０
TEL: 0466-52-7813"
560,"株式会社オークラハウジング
代表者: 椿 俊雄","〒222-0037
横浜市港北区大倉山１丁目３－１３
TEL: 045-542-1575"
561,"株式会社　オークリアルエステート
代表者: 大倉　康裕","〒223-0062
横浜市港北区日吉本町１丁目８－９
TEL: 045-548-3062"
562,"株式会社　オーシャンズ・プラス
代表者: 横山　聡隆","〒221-0825
横浜市神奈川区反町３丁目１９－４大島ビル５階
TEL: 045-594-7966"
563,"株式会社　オーシャン不動産
代表者: 黒田　泰","〒220-0011
横浜市西区高島２丁目１４－１７クレアトール横浜ビル５階
TEL: 045-755-3009"
564,"ＯＣＳ　株式会社
代表者: 黒田　雅倫","〒245-0004
横浜市泉区領家１丁目９－９ソレイユビル１０２号室
TEL: 045-435-9972"
565,"ＯＪＩ　株式会社
代表者: 尾島　洋平","〒253-0014
茅ヶ崎市本宿町３－１０
TEL: 0467-38-4560
HP: http://howslife.jp/
Mail: info@howslife.jp"
566,"株式会社　オージャス
代表者: 白石　千寿子","〒239-0808
横須賀市大津町３丁目２９－４２
TEL: 046-813-4203
HP: http://o-jas.net
Mail: reika.shiraishi1@gmail.com"
567,"株式会社オーダーズ
代表者: 遠藤　翔平","〒224-0023
横浜市都筑区東山田３丁目１７－７
TEL: 045-532-5501"
568,"株式会社オーツホーム
代表者: 大津　健二郎","〒221-0843
横浜市神奈川区松ケ丘３９－６第２大津屋ビル３－Ａ
TEL: 045-326-3368"
569,"株式会社　ＯＷＮＥＲ＇Ｓ　ＧＲＯＵＰ
代表者: 青木　崇","〒227-0062
横浜市青葉区青葉台２丁目５－６初音ビル３Ｆ
TEL: 045-988-8889"
570,"株式会社　オー・ビー・エー
代表者: 岸 松夫","〒225-0003
横浜市青葉区新石川１丁目３２－１１
TEL: 045-912-1211"
571,"株式会社　ＯＰＥＮＥＲＳ
代表者: 松原　奈穂子","〒241-0825
横浜市旭区中希望が丘１０６－１７
TEL: 045-900-8354"
572,"オープンルーム株式会社
代表者: 雨之宮　貴","〒245-0008
横浜市泉区弥生台５１－９
TEL: 045-811-9623"
573,"株式会社　オール・フラッツ
代表者: 權平　共生","〒216-0004
川崎市宮前区鷺沼１丁目１５－１６-102
TEL: 044-750-0997"
574,"株式会社　オールホーム
代表者: 酒井　勉","〒243-0401
海老名市東柏ケ谷２丁目２５－３第２古川ビル３０２
TEL: 046-240-0301"
575,"株式会社　Ａｌｌ　Ｒｏｕｎｄ
代表者: 安藤　力","〒221-0822
横浜市神奈川区西神奈川１丁目７－８ことぶきビル６－Ｂ
TEL: 045-321-7680"
576,"株式会社　オアシス
港北ニュータウン店
代表者: 田村　義哲","〒224-0003
横浜市都筑区中川中央１丁目３９－７マイキャッスルセンター北Ⅱ１階
TEL: 045-507-8061"
577,"株式会社　桜樹
代表者: 小笠原　大樹","〒231-0032
横浜市中区不老町１丁目６－９－６階Ｄ
TEL: 045-264-9210"
578,"有限会社　王子コマース
代表者: 郷原　正藏","〒252-0335
相模原市南区下溝４０３－１シャロームクラマ２０５
TEL: 042-777-1511
HP: http://www.oji.co.jp/
Mail: info@oji.co.jp"
579,"おうち　株式会社
代表者: 松本　浩治","〒220-0073
横浜市西区岡野２丁目１３－５岡野パークハイツ１０３号
TEL: 045-628-9483"
580,"大磯リゾート倶楽部有限会社
代表者: 栗山　善紀","〒254-0911
平塚市山下７６０－１若宮ハイツ７号棟　５０８号室
TEL: 0463-34-2711"
581,"有限会社　大岩商会
代表者: 大岩　康一","〒232-0007
横浜市南区清水ケ丘１８０
TEL: 045-822-6272"
582,"株式会社　大河原工務店
代表者: 大河原 幸夫","〒252-0312
相模原市南区相南１丁目２－５０
TEL: 042-746-4141"
583,"大木建設　株式会社
代表者: 大木 洋二","〒230-0073
横浜市鶴見区獅子ケ谷１丁目２５－２２
TEL: 045-571-5003"
584,"株式会社　大久保恒産
代表者: 名田　英典","〒227-0033
横浜市青葉区鴨志田町８１３－４
TEL: 045-962-0848
HP: http://okubokosan.co.jp/
Mail: takahashi.tokio@okubokosan.co.jp"
585,"有限会社　太田和興産
代表者: 髙木 賀生","〒238-0313
横須賀市武１丁目２１－４
TEL: 046-857-1208"
586,"有限会社　大立不動産
代表者: 花見　次男","〒210-0846
川崎市川崎区小田５丁目２７－１５サンピア川崎１０１
TEL: 044-344-2967"
587,"株式会社　大野商事
代表者: 大野　辰佳","〒220-0005
横浜市西区南幸２丁目１８－８西澤ビル８階
TEL: 045-411-5335
HP: http://www.room-alpha.com/
Mail: info@room-alpha.com"
588,"大野重電土木　株式会社
代表者: 大野　桂","〒252-0135
相模原市緑区大島２８００番地
TEL: 042-761-9111"
589,"株式会社　大原建設
代表者: 大原 広孝","〒252-0011
座間市相武台３丁目２７－３８
TEL: 046-256-4222"
590,"株式会社　大庭商店
代表者: 石井　正実","〒212-0004
川崎市幸区小向西町４丁目１０８番地
TEL: 044-522-1111"
591,"株式会社　オオモリ
代表者: 大森　正揮","〒212-0011
川崎市幸区幸町１丁目７４９－２
TEL: 044-540-3311"
592,"株式会社　岡田建設
代表者: 岡田　生彦","〒244-0802
横浜市戸塚区平戸３丁目５５－１３
TEL: 045-822-4243"
593,"有限会社　オカベ建物
代表者: 岡部 清和","〒230-0041
横浜市鶴見区潮田町３丁目１３７－１０
TEL: 045-510-3050"
594,"株式会社　岡村建設
代表者: 岡村　和臣","〒230-0015
横浜市鶴見区寺谷１丁目１８－１９岡村ハイツ
TEL: 045-581-9606"
595,"株式会社　おが和本舗
代表者: 小川　和之","〒221-0071
横浜市神奈川区白幡仲町３２番地37
TEL: 045-633-1726
HP: https://ogawa-hompo.com
Mail: kazu@ogawa-hompo.com"
596,"株式会社奥山工務店
代表者: 奥山　裕一","〒234-0051
横浜市港南区日野５丁目２２－２２上大岡ﾌﾗﾜｰﾏﾝｼｮﾝＶ　101号
TEL: 045-374-3307"
597,"有限会社　おしうみ建築
代表者: 鴛海　幸司","〒250-0875
小田原市南鴨宮１丁目１６－１４－１
TEL: 0465-46-0555"
598,"オダギリ・ハウジング　株式会社
代表者: 小田切 宏之","〒215-0022
川崎市麻生区下麻生２丁目１２－２４
TEL: 044-989-0012"
599,"落合不動産　株式会社
代表者: 落合　健","〒252-0143
相模原市緑区橋本２丁目１３－１１森田店舗１０１号
TEL: 042-775-5081"
600,"オネスト　株式会社
代表者: 枩田　広祐","〒241-0022
横浜市旭区鶴ケ峰１丁目８６－７７
TEL: 045-442-5079"
601,"オネスト．スカイ　株式会社
代表者: 林　松","〒220-0021
横浜市西区桜木町４丁目２０－１ワイズビル７階
TEL: 045-620-5605"
602,"株式会社　オフィス３６０
代表者: 加藤　恵理","〒224-0006
横浜市都筑区荏田東１丁目９－３２－２
TEL: 045-482-7775
Mail: info@office360.co.jp"
603,"株式会社オフィスジャパン
代表者: 齊藤　實","〒259-1131
伊勢原市伊勢原１丁目１１－２２
TEL: 0463-90-3461"
604,"株式会社　オフィス関山
代表者: 関山　敏文","〒259-0124
中郡二宮町山西１４６０－１９
TEL: 0463-86-6813"
605,"オフィスプロ　株式会社
代表者: 澤田　祐巳","〒220-0011
横浜市西区高島２丁目６－３８岩井本社ビル４Ｆ
TEL: 045-534-9841"
606,"株式会社　オフィス横浜
代表者: 伊藤　則子","〒226-0013
横浜市緑区寺山町３６２－４６
TEL: 045-532-5481"
607,"合同会社　オフィス横浜
代表者: 黒川　広貴","〒221-0834
横浜市神奈川区台町1-9-701
TEL: 045-594-7833"
608,"株式会社　オフィス吉浜
代表者: 井出　尋史","〒259-0312
足柄下郡湯河原町吉浜１９２１－６３
TEL: 0465-60-3909"
609,"小俣靴下　株式会社
代表者: 小俣　富樹","〒235-0011
横浜市磯子区丸山２丁目１４－３
TEL: 045-751-4845
Mail: estate@oksocks.jp"
610,"株式会社　オムニバス
代表者: 田代　啓","〒236-0042
横浜市金沢区釜利谷東２丁目１５－２０３階１Ｂ
TEL: 045-790-1015"
611,"株式会社　オリーブ
代表者: 白鳥　力","〒232-0052
横浜市南区井土ケ谷中町161KSビル501
TEL: 045-308-7338
Mail: shiratori@olive0401.jp"
612,"株式会社　オリエンタル住販
代表者: 鈴木　雅子","〒251-0037
藤沢市鵠沼海岸２丁目４－７
TEL: 0466-30-1230"
613,"株式会社　オリエント
代表者: 石渡　良隆","〒231-0043
横浜市中区福富町仲通３４国際ビル
TEL: 045-250-0840"
614,"有限会社織茂住建
代表者: 織茂　順一","〒224-0021
横浜市都筑区北山田６丁目２５－７
TEL: 045-592-9873"
615,"株式会社　オレンジハウス
代表者: 古関　隆之","〒243-0031
厚木市戸室１丁目２８番１２号シティーコートマンション１０４
TEL: 046-204-4123"
616,"株式会社　ｏｎｎｉ
代表者: 武内　智美","〒221-0811
横浜市神奈川区斎藤分町１７－２１
TEL: 045-297-1081"
617,"株式会社　カーサ総研
代表者: 折戸　信行","〒244-0002
横浜市戸塚区矢部町３５番地
TEL: 045-869-6880
HP: http://www.suruga-style.com/
Mail: info@suruga-style.com"
618,"株式会社　カーサプランニング
代表者: 澤　政一郎","〒252-0243
相模原市中央区上溝４４１９－３５
TEL: 042-762-4999"
619,"カートン光学　株式会社
代表者: 吉水　慎二郎","〒252-0303
相模原市南区相模大野８丁目２－２サンシティビル５階
TEL: 042-816-5060"
620,"海橋商事
代表者: 髙田　修平","〒233-0003
横浜市港南区港南２丁目２－７ライオンズマンション港南第三２０３号
TEL: 045-353-9004"
621,"株式会社　甲斐建設
代表者: 甲斐 守石","〒244-0802
横浜市戸塚区平戸２丁目１７－３
TEL: 045-822-3952
Mail: kaikensetsu@clock.ocn.ne.jp"
622,"有限会社カイザー
代表者: 田中　卓次","〒233-0016
横浜市港南区下永谷６丁目４－３７横山マンション１０５
TEL: 045-350-9066"
623,"快晴不動産有限会社
代表者: 佐藤　実","〒235-0023
横浜市磯子区森１丁目１６－１７
TEL: 045-753-3211"
624,"株式会社カインドマネージ
代表者: 菊地　喜春","〒242-0006
大和市南林間１丁目１－７ホウユウパレス南林間第一１０２
TEL: 046-273-4130"
625,"加賀原不動産　株式会社
代表者: 平田　武","〒224-0055
横浜市都筑区加賀原２丁目１４－９
TEL: 045-479-7660"
626,"株式会社　傘
代表者: 髙山　大紀","〒230-0041
横浜市鶴見区潮田町３丁目１３８－１２プレジデント信濃１０３号
TEL: 045-307-4933"
627,"株式会社　カサハラ企画
代表者: 笠原 秀正","〒244-0803
横浜市戸塚区平戸町５５９－２
TEL: 045-824-1518
HP: http://kasaharakikaku.co.jp/
Mail: info@kasaharakikaku.co.jp"
628,"柏倉建設　株式会社
代表者: 柏倉　輝司","〒223-0065
横浜市港北区高田東１丁目２８－２
TEL: 045-542-2423"
629,"柏倉建設　株式会社
営業店
代表者: 柏倉　輝司","〒223-0065
横浜市港北区高田東１丁目２４－３
TEL: 045-834-4128"
630,"有限会社柏興産
代表者: 岡本 雅教","〒254-0902
平塚市徳延２２３－６
TEL: 0463-35-2424
Mail: kashiwak@mg.scn-net.ne.jp"
631,"一磨　株式会社
代表者: 本目　信太郎","〒240-0032
横浜市保土ケ谷区法泉２丁目２８－６渡辺ビル１０３号室
TEL: 045-900-7373"
632,"家族とすごす時間　株式会社
代表者: 山路　眞秀","〒243-0003
厚木市寿町３丁目１５番１８号ＴＫビル３０１
TEL: 046-204-7792"
633,"カタイ不動産
代表者: 片居　勇仁","〒214-0014
川崎市多摩区登戸２５１６－２
TEL: 044-281-3030"
634,"有限会社　片野不動産
代表者: 片野 繁","〒252-0231
相模原市中央区相模原６丁目３―１
TEL: 042-759-4567"
635,"合同会社　加藤プロパティマネジメント
代表者: 加藤　良枝","〒211-0025
川崎市中原区木月４丁目５１－１
TEL: 044-411-2870"
636,"Ｋａｄｏｋｕｒａ　ｕｎｉｑｕｅｓ　株式会社
代表者: 廣岡　智之","〒239-0821
横須賀市東浦賀１丁目１０－７パレドール浦賀４０６号
TEL: 046-874-7829"
637,"神奈川グランディハウス　株式会社
代表者: 大竹　順一","〒216-0003
川崎市宮前区有馬１丁目２３－１２
TEL: 044-871-2111"
638,"有限会社神奈川建設
代表者: 石田　信夫","〒254-0061
平塚市御殿１丁目１７－１
TEL: 0463-33-4189"
639,"株式会社神奈川建築職人会
代表者: 小林　政道","〒246-0037
横浜市瀬谷区橋戸２丁目２－１
TEL: 045-303-0238"
640,"株式会社神奈川住空間
代表者: 岸　雄一","〒231-0011
横浜市中区太田町１丁目１
TEL: 045-680-0017"
641,"有限会社神奈川住研ホーム
代表者: 沼田　正治","〒253-0035
茅ヶ崎市浜須賀７－５０
TEL: 0467-88-1918"
642,"株式会社神奈川住宅サービス
代表者: 出口　賢道","〒213-0001
川崎市高津区溝口２丁目６－３１Ｓｕｉｔｅ溝口２Ｆ
TEL: 044-829-2261"
643,"株式会社神奈川住宅サービス
武蔵小杉店
代表者: 出口　賢道","〒211-0063
川崎市中原区小杉町３丁目４３０富士ビル３Ｆ
TEL: 044-738-1731"
644,"株式会社神奈川住宅サービス
登戸店
代表者: 出口　賢道","〒214-0014
川崎市多摩区登戸3414-7MOビル１階
TEL: 044-930-2231"
645,"株式会社神奈川住宅サービス
川崎店
代表者: 出口　賢道","〒210-0007
川崎市川崎区駅前本町５－１美光ビル３Ｆ
TEL: 044-221-6311"
646,"神奈川中央不動産株式会社
代表者: 竹澤 史雄","〒252-0137
相模原市緑区二本松２丁目２３－５
TEL: 042-771-3220"
647,"神奈川不動産　株式会社
代表者: 岩立　和幸","〒224-0014
横浜市都筑区牛久保東２丁目１０－９
TEL: 050-5434-8114
HP: https://www.kanagawafudousan.jp/
Mail: info@kanagawafudousan.jp"
648,"神奈川ロイヤル株式会社
代表者: 木島　寛","〒220-0011
横浜市西区高島２丁目１８－１
TEL: 045-277-2111"
649,"神奈川ロイヤル株式会社
公共住宅賃貸募集センター横浜そごう店
代表者: 木島　寛","〒220-0011
横浜市西区高島２丁目１８－１そごう横浜店９Ｆ
TEL: 045-288-2111"
