,name,details
195,"株式会社　Ｒｅ’ＨＯＵＳＥ
代表者: 野田　次郎","〒751-0832
下関市生野町２丁目３４番８号
TEL: 083-242-8717"
196,"株式会社　リバックス
山口支店
代表者: 藤原　英明","〒751-0833
下関市武久町２丁目３番１号佐野ビル１Ｆ
TEL: 083-253-7014"
197,"リリット
代表者: 河口　尚夫","〒756-0824
山陽小野田市中央２丁目４－７
TEL: 0836-39-9196
HP: https://www.ririt.net
Mail: hisao.kawaguchi@ririt.net"
198,"りんご不動産
代表者: 新井　勝三","〒742-0417
岩国市周東町下久原１６１６－１０
TEL: 0827-84-6225"
199,"株式会社　ループ・レント
代表者: 前田　市子","〒755-0086
宇部市大字中宇部１７３４番地３
TEL: 0836-39-5539
Mail: info@loop-r.com"
200,"株式会社　ループ・レント
山陽小野田支店
代表者: 前田　市子","〒756-0815
山陽小野田市高栄１丁目１１－５
TEL: 0836-38-8151"
201,"Ｙネット不動産　株式会社
代表者: 末廣　正行","〒759-0204
宇部市大字妻崎開作８６番地５
TEL: 0836-44-5017"
202,"Ｙネット不動産　株式会社
周南店
代表者: 末廣　正行","〒745-0805
周南市大字櫛ヶ浜１０５番地
TEL: 0834-25-5500"
203,"有限会社　和光商事
代表者: 原口　信吾","〒753-0048
山口市駅通り１丁目３－１６　和光第２ビル
TEL: 083-928-3010"
204,"株式会社　和幸不動産
代表者: 倉田　康也","〒755-0032
宇部市寿町１丁目３－１３
TEL: 0836-22-6336"
